# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 1.671785255894064903e-03 2.220737747848033905e-03 3.578279865905642509e-04 2.320321509614586830e-03 2.462965669110417366e-03 1.671785255894064903e-03 2.220737747848033905e-03 3.578279865905642509e-04 2.320321509614586830e-03 2.462965669110417366e-03
1.000000000000000000e+04 1.671785255894064903e-03 2.220737747848033905e-03 3.578279865905642509e-04 2.320321509614586830e-03 2.462965669110417366e-03 1.671785255894064903e-03 2.220737747848033905e-03 3.578279865905642509e-04 2.320321509614586830e-03 2.462965669110417366e-03
1.100000000000000000e+04 1.523534301668405533e-03 2.019016537815332413e-03 2.896906516980379820e-04 1.689238357357680798e-03 1.562010962516069412e-03 1.523534301668405533e-03 2.019016537815332413e-03 2.896906516980379820e-04 1.689238357357680798e-03 1.562010962516069412e-03
1.200000000000000000e+04 1.440208987332880497e-03 1.964560709893703461e-03 2.548921038396656513e-04 1.492443378083407879e-03 1.368924044072628021e-03 1.440208987332880497e-03 1.964560709893703461e-03 2.548921038396656513e-04 1.492443378083407879e-03 1.368924044072628021e-03
1.300000000000000000e+04 1.401674584485590458e-03 1.907613710500299931e-03 2.375009207753464580e-04 1.400009146891534328e-03 1.273997128009796143e-03 1.401674584485590458e-03 1.907613710500299931e-03 2.375009207753464580e-04 1.400009146891534328e-03 1.273997128009796143e-03
1.400000000000000000e+04 1.370862009935081005e-03 1.879504532553255558e-03 2.383229875704273582e-04 1.323965960182249546e-03 1.213318668305873871e-03 1.370862009935081005e-03 1.879504532553255558e-03 2.383229875704273582e-04 1.323965960182249546e-03 1.213318668305873871e-03
1.500000000000000000e+04 1.343685667961835861e-03 1.827905653044581413e-03 2.277479798067361116e-04 1.275086426176130772e-03 1.166350906714797020e-03 1.343685667961835861e-03 1.827905653044581413e-03 2.277479798067361116e-04 1.275086426176130772e-03 1.166350906714797020e-03
1.600000000000000000e+04 1.302685821428894997e-03 1.792628667317330837e-03 2.356322656851261854e-04 1.216676901094615459e-03 1.110215787775814533e-03 1.302685821428894997e-03 1.792628667317330837e-03 2.356322656851261854e-04 1.216676901094615459e-03 1.110215787775814533e-03
1.700000000000000000e+04 1.297325827181339264e-03 1.727119786664843559e-03 2.427927975077182055e-04 1.154652796685695648e-03 1.044776174239814281e-03 1.297325827181339264e-03 1.727119786664843559e-03 2.427927975077182055e-04 1.154652796685695648e-03 1.044776174239814281e-03
1.800000000000000000e+04 1.227252301760017872e-03 1.646285760216414928e-03 2.489009930286556482e-04 1.087680226191878319e-03 9.930101223289966583e-04 1.227252301760017872e-03 1.646285760216414928e-03 2.489009930286556482e-04 1.087680226191878319e-03 9.930101223289966583e-04
1.900000000000000000e+04 1.152910990640521049e-03 1.522564794868230820e-03 2.594352990854531527e-04 1.010336680337786674e-03 9.238838101737201214e-04 1.152910990640521049e-03 1.522564794868230820e-03 2.594352990854531527e-04 1.010336680337786674e-03 9.238838101737201214e-04
2.000000000000000000e+04 1.047066296450793743e-03 1.385923591442406178e-03 2.745359961409121752e-04 9.118962916545569897e-04 8.605329203419387341e-04 1.047066296450793743e-03 1.385923591442406178e-03 2.745359961409121752e-04 9.118962916545569897e-04 8.605329203419387341e-04
2.100000000000000000e+04 9.099448216147720814e-04 1.232328009791672230e-03 2.570520446170121431e-04 8.385068504139780998e-04 8.147141197696328163e-04 9.099448216147720814e-04 1.232328009791672230e-03 2.570520446170121431e-04 8.385068504139780998e-04 8.147141197696328163e-04
2.200000000000000000e+04 8.081570267677307129e-04 1.110475743189454079e-03 2.412248140899464488e-04 7.746667251922190189e-04 7.725649629719555378e-04 8.081570267677307129e-04 1.110475743189454079e-03 2.412248140899464488e-04 7.746667251922190189e-04 7.725649629719555378e-04
2.300000000000000000e+04 7.223538705147802830e-04 1.010041683912277222e-03 2.288319519720971584e-04 7.317060371860861778e-04 7.466312963515520096e-04 7.223538705147802830e-04 1.010041683912277222e-03 2.288319519720971584e-04 7.317060371860861778e-04 7.466312963515520096e-04
2.400000000000000000e+04 6.615397287532687187e-04 9.372942731715738773e-04 2.058389072772115469e-04 6.994309951551258564e-04 7.122528622858226299e-04 6.615397287532687187e-04 9.372942731715738773e-04 2.058389072772115469e-04 6.994309951551258564e-04 7.122528622858226299e-04
2.500000000000000000e+04 6.073879194445908070e-04 8.634282858110964298e-04 1.897381298476830125e-04 6.697201752103865147e-04 6.888743373565375805e-04 6.073879194445908070e-04 8.634282858110964298e-04 1.897381298476830125e-04 6.697201752103865147e-04 6.888743373565375805e-04
